"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio", "Body Radius (km)"
"159","1.0177147659723877E+0","-1.0697936481294347E-20","3.4085839537330122E-34","-1.1977841678564256E-13","1.1871043717578971E-2","-3.9595792523479491E-35","3.0035411677721799E+0","2.6513344042156235E+0","1.4902199947354595E+0","4.7773599803453601E+0","2.528017528540000E-5", "1560.8"
