Timestep: 0-0, Program time: 0.0002579689025878906 s, Sim. time: 0.0 TU, Active/Total Cells: 22961/28561, Max key %: 1.5482407023093003e-13%
Timestep: 0-18, Program time: 4.960812091827393 s, Sim. time: 0.06486553272125 TU, Active/Total Cells: 22910/45044, Max key %: 1.2540803898813957e-11%
Timestep: 0-20, Program time: 6.603560924530029 s, Sim. time: 0.07267820440196408 TU, Active/Total Cells: 22847/31312, Max key %: 1.8532907413576494e-11%
Timestep: 0-35, Program time: 9.49650502204895 s, Sim. time: 0.1297310654425 TU, Active/Total Cells: 22931/40838, Max key %: 7.505780936015172e-11%
Timestep: 0-40, Program time: 10.508651971817017 s, Sim. time: 0.14851920546197206 TU, Active/Total Cells: 23337/33996, Max key %: 1.0923875736271182e-10%
Timestep: 0-53, Program time: 12.256684064865112 s, Sim. time: 0.19459659816374997 TU, Active/Total Cells: 24608/41138, Max key %: 2.572711900288016e-10%
Timestep: 0-60, Program time: 13.493966102600098 s, Sim. time: 0.21902409267993794 TU, Active/Total Cells: 25974/39580, Max key %: 3.7174464895262105e-10%
Timestep: 0-73, Program time: 15.309623956680298 s, Sim. time: 0.259462130885 TU, Active/Total Cells: 28390/48946, Max key %: 6.589261417316167e-10%
Timestep: 0-80, Program time: 16.48450493812561 s, Sim. time: 0.2818147311748333 TU, Active/Total Cells: 30824/48207, Max key %: 8.838803007647084e-10%
Timestep: 0-94, Program time: 18.213100910186768 s, Sim. time: 0.32432766360625 TU, Active/Total Cells: 35056/62094, Max key %: 1.3234876573581938e-09%
Timestep: 0-100, Program time: 19.35072088241577 s, Sim. time: 0.3418460226192918 TU, Active/Total Cells: 37949/59833, Max key %: 1.596485893788288e-09%
Timestep: 0-118, Program time: 21.59814190864563 s, Sim. time: 0.3891931963275 TU, Active/Total Cells: 45065/88411, Max key %: 2.396020122759357e-09%
Timestep: 0-120, Program time: 22.32529306411743 s, Sim. time: 0.394522274030321 TU, Active/Total Cells: 46589/73550, Max key %: 2.396018577771261e-09%
Timestep: 0-140, Program time: 25.70275616645813 s, Sim. time: 0.44526510350739545 TU, Active/Total Cells: 57137/90295, Max key %: 3.4626753883919975e-09%
Timestep: 0-144, Program time: 26.116305112838745 s, Sim. time: 0.45405872904875 TU, Active/Total Cells: 58391/100373, Max key %: 3.6394333618842978e-09%
Timestep: 0-160, Program time: 29.66580605506897 s, Sim. time: 0.49105241808113653 TU, Active/Total Cells: 68807/108416, Max key %: 4.6299557449665935e-09%
Timestep: 0-173, Program time: 32.249596118927 s, Sim. time: 0.51892426177 TU, Active/Total Cells: 76027/125550, Max key %: 5.0788377789403455e-09%
Timestep: 0-180, Program time: 34.4443781375885 s, Sim. time: 0.5335058538117816 TU, Active/Total Cells: 81661/128286, Max key %: 5.55757246321377e-09%
